,I,II,v1,v2,v3,v4,v5,v6
0,-66,-44,-30,3,-13,-56,-48,-29
1,-69,-15,1,-24,-10,-29,-55,-23
2,-52,-30,-10,-22,-14,-14,-21,20
3,-40,-57,-56,-29,0,-27,-38,-4
4,14,-43,-20,9,9,-16,-58,9
5,-2,-21,-23,13,-22,-12,-35,3
6,-32,-11,4,21,42,-7,-63,16
7,-31,-25,11,32,24,-3,-47,44
8,-12,6,6,-2,-9,2,-15,-5
9,-44,-21,23,5,-29,2,-19,4
10,-53,-28,17,30,-33,3,-15,8
11,-21,-22,20,29,6,-8,16,8
12,-35,-15,-2,17,-11,-3,-5,-4
13,-36,-5,2,14,0,4,-17,1
14,-32,-2,7,14,6,12,-7,4
15,-31,-16,0,18,2,11,-24,-2
16,-27,-23,8,26,13,-3,-27,-8
17,-20,-19,4,5,-10,-23,-27,-18
18,-38,-29,23,11,-3,-25,-25,-12
19,-39,-20,31,15,-2,-24,-11,3
20,-32,-12,36,-6,-12,-24,-4,6
21,-43,-21,40,-3,-21,-18,-12,11
22,-52,-26,40,-5,-30,-12,-12,7
23,-52,-31,41,-5,-20,-10,0,0
24,-44,-35,47,6,-15,-13,-4,1
25,-14,-14,51,0,-3,-17,-1,20
26,-24,1,39,-7,6,-15,7,19
27,-36,-2,38,5,1,-14,6,26
28,-27,-7,49,17,4,-9,10,27
29,-29,-1,43,7,1,-6,5,13
30,-31,-5,52,8,0,-11,2,14
31,-22,-1,50,15,10,-4,9,32
32,-23,12,46,18,19,0,15,30
33,-16,14,54,26,19,-2,14,32
34,-18,7,49,20,17,5,17,30
35,-20,14,47,27,14,10,14,24
36,-10,25,51,42,14,5,16,34
37,6,42,55,43,23,0,19,44
38,5,56,56,54,27,3,30,41
39,15,62,59,65,34,19,40,53
40,28,59,64,75,40,29,50,52
41,32,52,62,81,47,33,38,55
42,33,51,46,79,61,40,36,49
43,43,64,52,81,63,37,44,57
44,41,72,48,75,56,41,52,60
45,38,81,51,72,51,41,52,67
46,44,80,46,65,60,40,56,73
47,36,72,43,59,51,35,52,67
48,42,80,38,51,40,27,47,64
49,43,81,36,46,44,31,45,57
50,55,82,24,48,46,31,39,60
51,59,74,26,46,40,30,42,60
52,56,71,18,44,40,30,40,62
53,57,65,17,47,38,34,41,66
54,60,64,18,41,34,34,46,59
55,50,59,17,37,28,32,49,57
56,45,53,16,31,26,26,43,63
57,37,37,7,22,25,25,50,57
58,31,36,4,9,18,22,45,52
59,32,33,11,1,23,20,35,44
60,33,33,9,-1,18,13,36,46
61,32,21,0,-1,9,4,36,39
62,26,12,3,-1,4,8,21,39
63,21,10,4,-3,0,6,20,29
64,19,10,9,2,-2,0,16,29
65,14,7,18,7,2,-1,12,28
66,11,6,23,10,0,-4,17,24
67,8,-4,16,11,-9,-3,14,16
68,0,-13,21,10,-14,2,8,17
69,4,-14,27,1,-11,-1,2,12
70,1,-18,25,1,-12,-14,3,15
71,-3,-24,15,-1,-15,-17,0,8
72,-12,-31,20,-7,-17,-17,-3,7
73,-17,-37,18,-7,-22,-23,-1,0
74,-16,-45,28,-3,-23,-28,-11,-1
75,-21,-46,37,-3,-20,-31,-16,-1
76,-24,-43,35,-4,-29,-30,-16,-3
77,-27,-38,35,0,-29,-31,-19,-1
78,-25,-45,42,1,-29,-25,-19,0
79,-27,-42,37,-3,-38,-26,-23,-2
80,-49,-58,61,42,-15,-40,-36,-5
81,-51,-70,64,59,-2,-36,-43,-21
82,-35,-49,62,50,2,-36,-28,-16
83,-35,-57,50,42,2,-32,-31,-20
84,-41,-81,47,52,-11,-34,-42,-30
85,-22,-73,43,31,-20,-34,-25,-29
86,-37,-66,48,10,-12,-43,-37,-15
87,-20,-35,50,17,-20,-17,-22,-13
88,-33,-26,70,23,-23,11,-2,-2
89,-35,-27,53,3,-17,7,20,14
90,-51,-15,64,-13,-31,23,26,15
91,-24,20,54,25,-20,68,31,26
92,23,68,57,8,18,103,94,71
93,39,105,45,13,38,178,173,131
94,58,141,26,8,68,243,230,189
95,95,177,-15,-11,84,295,270,220
96,138,233,-63,-46,60,358,329,262
97,183,277,-92,-71,84,415,399,334
98,240,336,-127,-130,128,479,490,400
99,284,412,-163,-149,121,535,547,492
100,322,456,-233,-232,108,588,631,555
101,320,521,-259,-306,84,622,683,598
102,356,579,-293,-395,72,644,716,620
103,359,557,-340,-473,63,635,708,635
104,349,494,-384,-528,-14,605,687,628
105,303,448,-361,-586,-92,512,610,579
106,253,366,-351,-629,-172,370,491,483
107,186,268,-324,-639,-227,239,371,395
108,103,173,-292,-616,-282,143,269,315
109,33,104,-239,-601,-308,32,172,220
110,-26,44,-217,-590,-400,-75,69,141
111,-91,-20,-183,-603,-457,-169,-9,62
112,-120,-65,-154,-589,-499,-245,-102,2
113,-149,-105,-138,-568,-506,-288,-136,-38
114,-150,-130,-127,-522,-500,-311,-169,-61
115,-132,-153,-111,-471,-465,-314,-175,-93
116,-127,-157,-100,-414,-431,-306,-187,-98
117,-125,-168,-85,-373,-395,-289,-165,-112
118,-125,-173,-44,-298,-346,-261,-157,-100
119,-102,-169,-24,-238,-286,-218,-152,-90
120,-89,-167,2,-172,-222,-205,-133,-83
121,-96,-158,13,-134,-197,-188,-128,-81
122,-96,-132,28,-108,-146,-161,-118,-73
123,-83,-112,36,-69,-109,-129,-88,-58
124,-84,-100,37,-35,-68,-86,-68,-39
125,-62,-80,49,-21,-33,-52,-46,-11
126,-56,-66,58,-10,-5,-26,-18,-6
127,-52,-58,58,5,-8,-28,-11,0
128,-47,-59,69,18,-11,-26,-10,1
129,-50,-65,56,18,-26,-25,-18,-1
130,-45,-71,45,15,-27,-27,-27,-3
131,-44,-69,51,21,-32,-29,-33,-8
132,-45,-66,35,30,-22,-31,-30,-16
133,-48,-62,36,30,-25,-30,-34,-9
134,-39,-54,34,27,-17,-30,-30,-8
135,-37,-37,35,27,-15,-31,-30,-6
136,-34,-36,36,34,-11,-29,-32,0
137,-35,-32,39,37,-11,-32,-27,-2
138,-30,-28,47,33,-14,-30,-23,0
139,-29,-40,47,27,-17,-24,-31,0
140,-31,-40,46,35,-13,-24,-32,0
141,-32,-41,46,36,-17,-35,-27,0
142,-30,-41,52,33,-19,-39,-28,-4
143,-27,-34,59,36,-19,-39,-19,2
144,-30,-33,51,30,-16,-29,-16,0
145,-28,-38,56,35,-10,-23,-20,5
146,-28,-34,56,38,-12,-23,-16,4
147,-27,-30,54,37,-8,-26,-16,0
148,-22,-32,57,47,-7,-23,-18,7
149,-21,-36,51,49,-5,-24,-16,4
150,-21,-35,48,47,-6,-26,-23,2
151,-24,-41,51,44,-14,-27,-30,0
152,-29,-44,49,45,-15,-29,-25,-9
153,-30,-46,48,48,-18,-30,-24,-7
154,-27,-44,42,46,-19,-33,-26,-12
155,-24,-33,49,48,-13,-35,-25,-5
156,-27,-38,51,46,-8,-35,-26,-3
157,-31,-36,52,48,-8,-30,-25,-8
158,-30,-33,59,53,-14,-27,-24,0
159,-26,-38,55,47,-13,-28,-29,1
160,-25,-37,58,48,-10,-27,-27,-1
161,-22,-37,54,46,-16,-34,-22,-1
162,-23,-38,56,45,-16,-34,-20,-3
163,-22,-32,59,51,-17,-31,-16,2
164,-19,-32,52,46,-13,-28,-22,-4
165,-19,-33,60,48,-10,-29,-28,-3
166,-23,-27,61,49,-11,-29,-21,-3
167,-18,-23,56,47,-7,-27,-22,0
168,-14,-19,52,48,-8,-23,-25,0
169,-15,-14,52,48,-5,-24,-22,-3
170,-15,-11,56,57,-1,-29,-19,5
171,-9,-17,58,51,-3,-26,-21,9
172,-8,-18,65,50,-6,-21,-16,2
173,-10,-23,56,55,-15,-21,-16,1
174,-11,-27,49,56,-19,-25,-21,-2
175,-6,-17,48,54,-13,-34,-14,5
176,-2,-18,44,42,-4,-34,-17,3
177,0,-16,49,54,0,-20,-17,2
178,-3,-7,48,62,-5,-21,-17,2
179,1,-7,48,53,0,-24,-25,11
180,2,-5,45,50,2,-13,-21,8
181,0,-1,42,52,0,-11,-18,1
182,3,2,48,59,3,-15,-12,2
183,3,9,43,61,4,-11,-12,12
184,11,7,47,52,6,-17,-17,5
185,15,2,52,48,0,-23,-12,4
186,2,3,48,52,-2,-18,-4,8
187,7,5,45,54,4,-15,-8,14
188,24,12,44,45,4,-11,-8,11
189,22,17,44,52,11,-14,-5,8
190,17,19,42,68,17,-14,-8,14
191,29,30,46,73,24,-7,3,21
192,30,37,53,74,23,1,4,15
193,25,30,49,70,19,8,-6,23
194,24,28,34,69,29,7,2,22
195,33,28,30,78,42,2,3,22
196,42,31,34,71,42,6,6,18
197,34,29,38,70,35,18,12,17
198,26,21,52,84,41,11,14,33
199,37,24,43,81,49,6,17,37
200,40,36,37,72,45,18,24,30
201,32,32,39,81,55,24,26,30
202,40,41,29,92,63,30,24,36
203,53,46,25,100,75,36,23,33
204,52,53,24,109,81,42,20,29
205,55,69,29,102,79,46,26,44
206,52,62,37,105,87,49,40,46
207,49,51,25,112,85,44,35,47
208,50,49,16,102,78,40,38,39
209,36,52,12,106,85,48,44,33
210,43,52,28,120,93,51,45,47
211,59,50,28,122,102,60,53,63
212,60,57,20,123,108,69,60,66
213,67,66,28,135,118,68,56,64
214,69,64,38,148,129,75,60,70
215,64,67,17,149,124,77,67,71
216,69,71,16,161,135,89,59,79
217,74,75,11,169,148,99,75,78
218,67,88,-3,169,160,99,85,64
219,73,100,5,176,174,115,87,90
220,86,98,3,179,177,122,105,95
221,90,90,-3,193,180,127,101,94
222,92,85,1,206,187,132,100,101
223,102,106,0,214,196,136,115,104
224,100,103,11,219,211,140,121,116
225,106,103,8,220,226,152,131,126
226,112,128,8,232,242,165,147,138
227,112,135,14,243,243,173,151,149
